,ngram,freq,length,less1gram,less1gram_freq,hit_rate,suggest
15284,not be reached for,15,4,not be reached,18,0.833333333,for
7247,bachelors degree,10,2,bachelors,12,0.833333333,degree
7286,carbohydrate g,10,2,carbohydrate,12,0.833333333,g
7374,figuring out,10,2,figuring,12,0.833333333,out
7382,focuses on,10,2,focuses,12,0.833333333,on
7598,nasdaq composite,10,2,nasdaq,12,0.833333333,composite
12289,an attempt to,10,3,an attempt,12,0.833333333,to
12338,g carbohydrate g,10,3,g carbohydrate,12,0.833333333,g
12445,something of a,10,3,something of,12,0.833333333,a
12506,three or four,10,3,three or,12,0.833333333,four
15354,for most of the,10,4,for most of,12,0.833333333,the
15358,i can tell you,10,4,i can tell,12,0.833333333,you
15364,in the history of,10,4,in the history,12,0.833333333,of
15712,a big part of,5,4,a big part,6,0.833333333,of
15725,a spot on the,5,4,a spot on,6,0.833333333,the
15733,an investigation into the,5,4,an investigation into,6,0.833333333,the
15738,are supposed to be,5,4,are supposed to,6,0.833333333,be
15752,at the other end,5,4,at the other,6,0.833333333,end
15781,for a squarefoot home,5,4,for a squarefoot,6,0.833333333,home
15788,from all over the,5,4,from all over,6,0.833333333,the
15799,has a history of,5,4,has a history,6,0.833333333,of
15822,in a phone interview,5,4,in a phone,6,0.833333333,interview
15849,is known for its,5,4,is known for,6,0.833333333,its
15865,matter of time before,5,4,matter of time,6,0.833333333,before
15873,new york stock exchange,5,4,new york stock,6,0.833333333,exchange
15874,news of the world,5,4,news of the,6,0.833333333,world
15876,not far from the,5,4,not far from,6,0.833333333,the
15910,president george w bush,5,4,president george w,6,0.833333333,bush
15912,pretty much the same,5,4,pretty much the,6,0.833333333,same
15914,runners in scoring position,5,4,runners in scoring,6,0.833333333,position
15918,said he plans to,5,4,said he plans,6,0.833333333,to
15930,take a look at,5,4,take a look,6,0.833333333,at
15943,the goal is to,5,4,the goal is,6,0.833333333,to
15953,the national association of,5,4,the national association,6,0.833333333,of
15965,the president of the,5,4,the president of,6,0.833333333,the
15975,the world trade center,5,4,the world trade,6,0.833333333,center
15977,the yield on the,5,4,the yield on,6,0.833333333,the
16008,wanted to make sure,5,4,wanted to make,6,0.833333333,sure
16022,when it came to,5,4,when it came,6,0.833333333,to
16025,will be good for,5,4,will be good,6,0.833333333,for
16027,with most of the,5,4,with most of,6,0.833333333,the
16032,years in a row,5,4,years in a,6,0.833333333,row
11039,the size of,29,3,the size,35,0.828571429,of
3480,tries to,19,2,tries,23,0.826086957,to
11308,you look at,19,3,you look,23,0.826086957,at
5115,tons of,14,2,tons,17,0.823529412,of
11664,included in the,14,3,included in,17,0.823529412,the
11708,the quality of,14,3,the quality,17,0.823529412,of
11715,the value of,14,3,the value,17,0.823529412,of
10870,is going to,60,3,is going,73,0.821917808,to
2608,essex county,23,2,essex,28,0.821428571,county
11003,its hard to,32,3,its hard,39,0.820512821,to
15239,at the university of,32,4,at the university,39,0.820512821,of
11055,a part of,27,3,a part,33,0.818181818,of
11339,million or cents,18,3,million or,22,0.818181818,cents
12606,dead at the,9,3,dead at,11,0.818181818,the
12620,for so long,9,3,for so,11,0.818181818,long
12624,found to have,9,3,found to,11,0.818181818,have
12802,the equivalent of,9,3,the equivalent,11,0.818181818,of
12818,the prospect of,9,3,the prospect,11,0.818181818,of
15384,at the beginning of,9,4,at the beginning,11,0.818181818,of
15387,have the right to,9,4,have the right,11,0.818181818,to
15410,were not going to,9,4,were not going,11,0.818181818,to
564,ability to,71,2,ability,87,0.816091954,to
11011,a spokesman for,31,3,a spokesman,38,0.815789474,for
11167,be one of,22,3,be one,27,0.814814815,of
11740,a spokeswoman for,13,3,a spokeswoman,16,0.8125,for
11749,are likely to,13,3,are likely,16,0.8125,to
11825,the chance to,13,3,the chance,16,0.8125,to
11846,there would be,13,3,there would,16,0.8125,be
15308,the state department of,13,4,the state department,16,0.8125,of
10923,a series of,43,3,a series,53,0.811320755,of
10891,the fact that,51,3,the fact,63,0.80952381,that
11212,the cause of,21,3,the cause,26,0.807692308,of
943,interested in,50,2,interested,62,0.806451613,in
11117,the ability to,25,3,the ability,31,0.806451613,to
10999,is likely to,33,3,is likely,41,0.804878049,to
1397,dozens of,36,2,dozens,45,0.8,of
15240,in the united states,32,4,in the united,40,0.8,states
2535,sponsored by,24,2,sponsored,30,0.8,by
11239,of thousands of,20,3,of thousands,25,0.8,of
11250,there have been,20,3,there have,25,0.8,been
11445,are among the,16,3,are among,20,0.8,the
11446,are expected to,16,3,are expected,20,0.8,to
5870,graduated from,12,2,graduated,15,0.8,from
11888,anyone with information,12,3,anyone with,15,0.8,information
11893,be allowed to,12,3,be allowed,15,0.8,to
11914,g protein g,12,3,g protein,15,0.8,g
11954,just have to,12,3,just have,15,0.8,to
12047,two or three,12,3,two or,15,0.8,three
12926,a copy of,8,3,a copy,10,0.8,of
13030,g fiber mg,8,3,g fiber,10,0.8,mg
13040,has created a,8,3,has created,10,0.8,a
13067,i tried to,8,3,i tried,10,0.8,to
13214,serving calories g,8,3,serving calories,10,0.8,g
13238,the cuyahoga county,8,3,the cuyahoga,10,0.8,county
13247,the intersection of,8,3,the intersection,10,0.8,of
13271,the terms of,8,3,the terms,10,0.8,of
13274,the vast majority,8,3,the vast,10,0.8,majority
13282,there should be,8,3,there should,10,0.8,be
13363,we needed to,8,3,we needed,10,0.8,to
13377,with left in,8,3,with left,10,0.8,in
15420,first round of the,8,4,first round of,10,0.8,the
15449,the first day of,8,4,the first day,10,0.8,of
15459,was pronounced dead at,8,4,was pronounced dead,10,0.8,at
15464,wrote in an email,8,4,wrote in an,10,0.8,email
15243,from am to pm,27,4,from am to,34,0.794117647,pm
3429,surrounded by,19,2,surrounded,24,0.791666667,by
4549,searching for,15,2,searching,19,0.789473684,for
15279,and one of the,15,4,and one of,19,0.789473684,the
10862,the number of,63,3,the number,80,0.7875,of
11187,world war ii,22,3,world war,28,0.785714286,ii
6764,paired with,11,2,paired,14,0.785714286,with
12065,a history of,11,3,a history,14,0.785714286,of
12094,calories g fat,11,3,calories g,14,0.785714286,fat
12232,the level of,11,3,the level,14,0.785714286,of
12234,the names of,11,3,the names,14,0.785714286,of
12261,we wanted to,11,3,we wanted,14,0.785714286,to
11105,gov chris christie,25,3,gov chris,32,0.78125,christie
962,contributed to,49,2,contributed,63,0.777777778,to
2924,behalf of,21,2,behalf,27,0.777777778,of
11191,come up with,21,3,come up,27,0.777777778,with
4787,capable of,14,2,capable,18,0.777777778,of
11714,the unemployment rate,14,3,the unemployment,18,0.777777778,rate
15286,and the rest of,14,4,and the rest,18,0.777777778,of
15289,in the late s,14,4,in the late,18,0.777777778,s
15298,turned out to be,14,4,turned out to,18,0.777777778,be
13395,a heart attack,7,3,a heart,9,0.777777778,attack
13502,be interesting to,7,3,be interesting,9,0.777777778,to
13509,been involved in,7,3,been involved,9,0.777777778,in
13513,billions of dollars,7,3,billions of,9,0.777777778,dollars
13674,in hopes of,7,3,in hopes,9,0.777777778,of
13676,in kansas city,7,3,in kansas,9,0.777777778,city
13677,in less than,7,3,in less,9,0.777777778,than
13683,in so many,7,3,in so,9,0.777777778,many
13715,is home to,7,3,is home,9,0.777777778,to
13748,less likely to,7,3,less likely,9,0.777777778,to
13898,she wants to,7,3,she wants,9,0.777777778,to
13902,sides of the,7,3,sides of,9,0.777777778,the
13931,the catholic church,7,3,the catholic,9,0.777777778,church
13934,the daughter of,7,3,the daughter,9,0.777777778,of
15465,a bachelors degree in,7,4,a bachelors degree,9,0.777777778,in
15481,have a chance to,7,4,have a chance,9,0.777777778,to
15488,in a couple of,7,4,in a couple,9,0.777777778,of
15517,per serving calories g,7,4,per serving calories,9,0.777777778,g
15518,protein g carbohydrate g,7,4,protein g carbohydrate,9,0.777777778,g
15538,the side of the,7,4,the side of,9,0.777777778,the
11012,didnt want to,31,3,didnt want,40,0.775,to
11014,in order to,31,3,in order,40,0.775,to
11368,a list of,17,3,a list,22,0.772727273,of
15268,be one of the,17,4,be one of,22,0.772727273,the
1803,failing to,30,2,failing,39,0.769230769,to
12332,fat g saturated,10,3,fat g,13,0.769230769,saturated
12430,pronounced dead at,10,3,pronounced dead,13,0.769230769,at
12536,was years old,10,3,was years,13,0.769230769,old
15379,to years in prison,10,4,to years in,13,0.769230769,prison
15247,contributed to this report,23,4,contributed to this,30,0.766666667,report
10951,the cost of,39,3,the cost,51,0.764705882,of
5208,assigned to,13,2,assigned,17,0.764705882,to
11754,been charged with,13,3,been charged,17,0.764705882,with
15306,nothing to do with,13,4,nothing to do,17,0.764705882,with
1914,portion of,29,2,portion,38,0.763157895,of
1632,aware of,32,2,aware,42,0.761904762,of
11467,in los angeles,16,3,in los,21,0.761904762,angeles
11483,state department of,16,3,state department,21,0.761904762,of
11499,thought it was,16,3,thought it,21,0.761904762,was
11512,who want to,16,3,who want,21,0.761904762,to
15278,you dont have to,16,4,you dont have,21,0.761904762,to
15234,a member of the,35,4,a member of,46,0.760869565,the
3326,depends on,19,2,depends,25,0.76,on
11287,pleaded guilty to,19,3,pleaded guilty,25,0.76,to
15237,its going to be,34,4,its going to,45,0.755555556,be
959,barack obama,49,2,barack,65,0.753846154,obama
914,variety of,52,2,variety,69,0.753623188,of
1068,sort of,45,2,sort,60,0.75,of
11353,the parking lot,18,3,the parking,24,0.75,lot
11360,to focus on,18,3,to focus,24,0.75,on
4508,multnomah county,15,2,multnomah,20,0.75,county
11515,a total of,15,3,a total,20,0.75,of
11529,earlier in the,15,3,earlier in,20,0.75,the
15283,more than percent of,15,4,more than percent,20,0.75,of
5836,entitled to,12,2,entitled,16,0.75,to
11909,feet on for,12,3,feet on,16,0.75,for
11960,lost in the,12,3,lost in,16,0.75,the
8841,refusing to,9,2,refusing,12,0.75,to
12576,appear to be,9,3,appear to,12,0.75,be
12579,are scheduled to,9,3,are scheduled,12,0.75,to
12611,driver of the,9,3,driver of,12,0.75,the
12625,four or five,9,3,four or,12,0.75,five
12648,he tried to,9,3,he tried,12,0.75,to
12710,leading up to,9,3,leading up,12,0.75,to
12753,passes for yards,9,3,passes for,12,0.75,yards
12808,the majority of,9,3,the majority,12,0.75,of
12906,were killed in,9,3,were killed,12,0.75,in
14172,a tribute to,6,3,a tribute,8,0.75,to
14196,allowed one run,6,3,allowed one,8,0.75,run
14266,are people who,6,3,are people,8,0.75,who
14283,associate professor of,6,3,associate professor,8,0.75,of
14303,be hard to,6,3,be hard,8,0.75,to
14339,career as a,6,3,career as,8,0.75,a
14345,cholesterol mg sodium,6,3,cholesterol mg,8,0.75,sodium
14449,growth of the,6,3,growth of,8,0.75,the
14461,have failed to,6,3,have failed,8,0.75,to
14488,his alma mater,6,3,his alma,8,0.75,mater
14535,in las vegas,6,3,in las,8,0.75,vegas
14588,it hard to,6,3,it hard,8,0.75,to
14670,national association of,6,3,national association,8,0.75,of
14683,not respond to,6,3,not respond,8,0.75,to
14689,nuclear power plant,6,3,nuclear power,8,0.75,plant
14731,officials with the,6,3,officials with,8,0.75,the
14750,osama bin laden,6,3,osama bin,8,0.75,laden
14778,really want to,6,3,really want,8,0.75,to
14811,scope of the,6,3,scope of,8,0.75,the
14852,still trying to,6,3,still trying,8,0.75,to
14860,take some time,6,3,take some,8,0.75,time
14894,the coaching staff,6,3,the coaching,8,0.75,staff
14931,the hundreds of,6,3,the hundreds,8,0.75,of
14998,the yield on,6,3,the yield,8,0.75,on
15016,they used to,6,3,they used,8,0.75,to
15033,tied the game,6,3,tied the,8,0.75,game
15109,unified school district,6,3,unified school,8,0.75,district
15125,was considered a,6,3,was considered,8,0.75,a
15126,was forced to,6,3,was forced,8,0.75,to
15148,week or so,6,3,week or,8,0.75,so
15180,who wanted to,6,3,who wanted,8,0.75,to
15191,will reduce the,6,3,will reduce,8,0.75,the
15575,as a member of,6,4,as a member,8,0.75,of
15578,at the corner of,6,4,at the corner,8,0.75,of
15582,been one of the,6,4,been one of,8,0.75,the
15592,did not respond to,6,4,did not respond,8,0.75,to
15600,for much of the,6,4,for much of,8,0.75,the
15602,from pm to pm,6,4,from pm to,8,0.75,pm
15634,is the time to,6,4,is the time,8,0.75,to
15643,of the university of,6,4,of the university,8,0.75,of
15650,said we want to,6,4,said we want,8,0.75,to
15651,said were going to,6,4,said were going,8,0.75,to
15652,serving calories g fat,6,4,serving calories g,8,0.75,fat
15693,to wait until the,6,4,to wait until,8,0.75,the
15694,until the end of,6,4,until the end,8,0.75,of
10933,am to pm,41,3,am to,55,0.745454545,pm
313,los angeles,105,2,los,141,0.744680851,angeles
15235,the top of the,35,4,the top of,47,0.744680851,the
616,declined to,66,2,declined,89,0.741573034,to
11225,a sense of,20,3,a sense,27,0.740740741,of
10965,are going to,37,3,are going,50,0.74,to
11388,in response to,17,3,in response,23,0.739130435,to
1736,intended to,31,2,intended,42,0.738095238,to
4761,aspect of,14,2,aspect,19,0.736842105,of
4862,granite city,14,2,granite,19,0.736842105,city
11617,a look at,14,3,a look,19,0.736842105,at
2383,pleaded guilty,25,2,pleaded,34,0.735294118,guilty
6449,chunk of,11,2,chunk,15,0.733333333,of
12062,a combination of,11,3,a combination,15,0.733333333,of
12213,tens of thousands,11,3,tens of,15,0.733333333,thousands
15341,i didnt want to,11,4,i didnt want,15,0.733333333,to
10843,the united states,85,3,the united,116,0.732758621,states
10831,as well as,129,3,as well,177,0.728813559,as
10894,we need to,51,3,we need,70,0.728571429,to
763,version of,59,2,version,81,0.728395062,of
12927,a fan of,8,3,a fan,11,0.727272727,of
12937,a professor of,8,3,a professor,11,0.727272727,of
12943,a ton of,8,3,a ton,11,0.727272727,of
12987,been one of,8,3,been one,11,0.727272727,of
13035,gov john kasich,8,3,gov john,11,0.727272727,kasich
13122,its kind of,8,3,its kind,11,0.727272727,of
13196,points rebounds and,8,3,points rebounds,11,0.727272727,and
13199,resident of the,8,3,resident of,11,0.727272727,the
13320,to shut down,8,3,to shut,11,0.727272727,down
13350,was expected to,8,3,was expected,11,0.727272727,to
13370,where do you,8,3,where do,11,0.727272727,you
15414,a victory over the,8,4,a victory over,11,0.727272727,the
15422,got a lot of,8,4,got a lot,11,0.727272727,of
15446,tens of thousands of,8,4,tens of thousands,11,0.727272727,of
10853,is one of,69,3,is one,95,0.726315789,of
11214,the regular season,21,3,the regular,29,0.724137931,season
10830,the end of,130,3,the end,180,0.722222222,of
1270,related to,39,2,related,54,0.722222222,to
10950,president barack obama,39,3,president barack,54,0.722222222,obama
5382,lebron james,13,2,lebron,18,0.722222222,james
11845,there has been,13,3,there has,18,0.722222222,been
10825,a lot of,268,3,a lot,372,0.720430108,of
11312,about percent of,18,3,about percent,25,0.72,of
11338,left in the,18,3,left in,25,0.72,the
15229,for the first time,56,4,for the first,78,0.717948718,time
10845,a couple of,81,3,a couple,113,0.716814159,of
67,part of,295,2,part,412,0.716019417,of
11110,it comes to,25,3,it comes,35,0.714285714,to
11234,later in the,20,3,later in,28,0.714285714,the
4385,bunch of,15,2,bunch,21,0.714285714,of
11595,to figure out,15,3,to figure,21,0.714285714,out
11609,whats going on,15,3,whats going,21,0.714285714,on
7584,middlesex county,10,2,middlesex,14,0.714285714,county
7679,paradise valley,10,2,paradise,14,0.714285714,valley
7708,reference to,10,2,reference,14,0.714285714,to
7718,resulting in,10,2,resulting,14,0.714285714,in
12339,george w bush,10,3,george w,14,0.714285714,bush
12396,million a year,10,3,million a,14,0.714285714,year
12447,spot in the,10,3,spot in,14,0.714285714,the
12502,they wanted to,10,3,they wanted,14,0.714285714,to
15365,in the long run,10,4,in the long,14,0.714285714,run
15370,player of the year,10,4,player of the,14,0.714285714,year
