,ngram,freq,length,less1gram,less1gram_freq,hit_rate,suggest
3807,of the day,38,3,of the,559,0.067978533,day
4185,in my head,11,3,in my,162,0.067901235,head
3571,party at,8,2,party,118,0.06779661,at
303,no one,54,2,no,797,0.067754078,one
3993,but i am,14,3,but i,207,0.06763285,am
3994,but i cant,14,3,but i,207,0.06763285,cant
717,youre welcome,29,2,youre,429,0.067599068,welcome
552,happy to,34,2,happy,503,0.067594433,to
5350,i want to get,5,4,i want to,74,0.067567568,get
5351,i want to go,5,4,i want to,74,0.067567568,go
5305,thank you for sharing,6,4,thank you for,89,0.06741573,sharing
2005,old man,13,2,old,193,0.067357513,man
283,now i,57,2,now,847,0.06729634,i
252,about it,62,2,about,922,0.067245119,it
3069,makes sense,9,2,makes,134,0.067164179,sense
2105,anyone who,12,2,anyone,179,0.067039106,who
519,people who,36,2,people,538,0.066914498,who
181,love it,77,2,love,1154,0.066724437,it
187,what i,76,2,what,1140,0.066666667,i
2155,god for,12,2,god,180,0.066666667,for
2156,god is,12,2,god,180,0.066666667,is
2200,maybe a,12,2,maybe,180,0.066666667,a
3970,i can do,15,3,i can,226,0.066371681,do
3867,i am so,22,3,i am,332,0.06626506,so
4196,one of our,11,3,one of,166,0.06626506,our
3001,hit a,9,2,hit,136,0.066176471,a
4465,i hope it,8,3,i hope,121,0.066115702,it
131,we have,93,2,we,1407,0.066098081,have
243,rt i,64,2,rt,969,0.066047472,i
3911,i think you,18,3,i think,273,0.065934066,you
4814,all of our,6,3,all of,91,0.065934066,our
5059,the day is,6,3,the day,91,0.065934066,is
191,what is,75,2,what,1140,0.065789474,is
1691,things to,15,2,things,228,0.065789474,to
2738,omg im,10,2,omg,152,0.065789474,im
4242,had a blast,10,3,had a,152,0.065789474,blast
40,it is,206,2,it,3139,0.065625996,is
3957,want to see,16,3,want to,244,0.06557377,see
3359,change in,8,2,change,122,0.06557377,in
3579,playing at,8,2,playing,122,0.06557377,at
3620,support for,8,2,support,122,0.06557377,for
2469,music is,11,2,music,168,0.06547619,is
2654,hear the,10,2,hear,153,0.065359477,the
2655,hear you,10,2,hear,153,0.065359477,you
2705,lets see,10,2,lets,153,0.065359477,see
3972,i just got,15,3,i just,230,0.065217391,got
2137,find it,12,2,find,184,0.065217391,it
2138,find the,12,2,find,184,0.065217391,the
4973,is so fucking,6,3,is so,92,0.065217391,fucking
4974,is so good,6,3,is so,92,0.065217391,good
5062,the follow i,6,3,the follow,92,0.065217391,i
5066,the next two,6,3,the next,92,0.065217391,two
931,oh i,23,2,oh,353,0.065155807,i
2398,hate it,11,2,hate,169,0.065088757,it
2399,hate you,11,2,hate,169,0.065088757,you
4219,you have any,11,3,you have,169,0.065088757,any
383,some of,45,2,some,693,0.064935065,of
635,tonight at,31,2,tonight,478,0.064853556,at
802,them to,26,2,them,403,0.064516129,to
4920,i hate it,6,3,i hate,93,0.064516129,it
1206,hey i,19,2,hey,295,0.06440678,i
3901,to get it,19,3,to get,295,0.06440678,it
99,with my,117,2,with,1819,0.064321056,my
3077,mom and,9,2,mom,140,0.064285714,and
3078,mom i,9,2,mom,140,0.064285714,i
3079,mom is,9,2,mom,140,0.064285714,is
1819,long as,14,2,long,218,0.064220183,as
2289,two weeks,12,2,two,187,0.064171123,weeks
3841,thanks for following,27,3,thanks for,421,0.064133017,following
2620,doesnt mean,10,2,doesnt,156,0.064102564,mean
1276,could have,18,2,could,281,0.06405694,have
1337,where are,18,2,where,281,0.06405694,are
1938,every single,13,2,every,203,0.064039409,single
4636,i get it,7,3,i get,110,0.063636364,it
3429,head and,8,2,head,126,0.063492063,and
862,best friend,24,2,best,379,0.063324538,friend
1314,say i,18,2,say,285,0.063157895,i
4063,it is not,13,3,it is,206,0.063106796,not
3365,damn you,8,2,damn,127,0.062992126,you
3415,guess what,8,2,guess,127,0.062992126,what
3735,which i,8,2,which,127,0.062992126,i
4512,see you again,8,3,see you,127,0.062992126,again
4513,see you in,8,3,see you,127,0.062992126,in
4514,see you soon,8,3,see you,127,0.062992126,soon
3140,saw it,9,2,saw,143,0.062937063,it
656,much for,30,2,much,477,0.062893082,for
2487,play the,11,2,play,175,0.062857143,the
4043,but i have,13,3,but i,207,0.062801932,have
1989,made the,13,2,made,208,0.0625,the
1849,something about,14,2,something,225,0.062222222,about
3976,in a few,15,3,in a,242,0.061983471,few
49,on my,177,2,on,2857,0.061953098,my
1749,call you,14,2,call,227,0.061674009,you
567,who is,34,2,who,552,0.061594203,is
169,like the,79,2,like,1284,0.06152648,the
31,is the,235,2,is,3826,0.06142185,the
4007,i know right,14,3,i know,228,0.061403509,right
4594,did you get,7,3,did you,114,0.061403509,get
4595,did you have,7,3,did you,114,0.061403509,have
326,know that,51,2,know,832,0.061298077,that
3857,going to the,24,3,going to,392,0.06122449,the
3960,a great night,15,3,a great,245,0.06122449,night
3227,wanna get,9,2,wanna,147,0.06122449,get
5060,the first place,6,3,the first,98,0.06122449,place
5061,the first thing,6,3,the first,98,0.06122449,thing
5065,the new year,6,3,the new,98,0.06122449,year
5129,what you have,6,3,what you,98,0.06122449,have
2460,maybe we,11,2,maybe,180,0.061111111,we
277,dont have,58,2,dont,952,0.06092437,have
3131,put on,9,2,put,148,0.060810811,on
5,to be,512,2,to,8421,0.06080038,be
1909,again for,13,2,again,214,0.060747664,for
3974,i was in,15,3,i was,247,0.060728745,in
3999,have to go,14,3,have to,231,0.060606061,go
4430,back to my,8,3,back to,132,0.060606061,my
4431,back to work,8,3,back to,132,0.060606061,work
1460,where is,17,2,where,281,0.060498221,is
282,can be,57,2,can,943,0.060445387,be
2890,already have,9,2,already,149,0.060402685,have
29,in a,242,2,in,4007,0.06039431,a
4795,you for following,7,3,you for,116,0.060344828,following
1450,tomorrow night,17,2,tomorrow,282,0.060283688,night
3848,i love it,25,3,i love,415,0.060240964,it
3849,i love the,25,3,i love,415,0.060240964,the
4044,do you know,13,3,do you,216,0.060185185,know
1503,home to,16,2,home,266,0.060150376,to
1520,let it,16,2,let,266,0.060150376,it
589,us know,33,2,us,549,0.06010929,know
5145,you and you,6,3,you and,100,0.06,you
180,like to,77,2,like,1284,0.059968847,to
4772,way to start,7,3,way to,117,0.05982906,start
4788,with my mom,7,3,with my,117,0.05982906,mom
2380,find me,11,2,find,184,0.059782609,me
4190,love you and,11,3,love you,184,0.059782609,and
213,do it,69,2,do,1155,0.05974026,it
737,thats a,28,2,thats,469,0.059701493,a
3498,makes my,8,2,makes,134,0.059701493,my
3609,since last,8,2,since,134,0.059701493,last
531,got my,35,2,got,587,0.059625213,my
1797,into my,14,2,into,235,0.059574468,my
592,would you,33,2,would,554,0.059566787,you
4159,cant wait till,11,3,cant wait,185,0.059459459,till
5151,you guys should,6,3,you guys,101,0.059405941,should
2057,tweet about,13,2,tweet,219,0.059360731,about
4766,trying to make,7,3,trying to,118,0.059322034,make
2456,many people,11,2,many,186,0.059139785,people
4105,be a great,12,3,be a,203,0.0591133,great
3961,are you doing,15,3,are you,254,0.059055118,doing
158,we can,83,2,we,1407,0.05899076,can
209,up to,71,2,up,1205,0.058921162,to
921,last day,23,2,last,391,0.058823529,day
4790,would be great,7,3,would be,119,0.058823529,great
3940,i think im,16,3,i think,273,0.058608059,im
1772,gonna go,14,2,gonna,239,0.058577406,go
3736,while im,8,2,while,137,0.058394161,im
4724,so i dont,7,3,so i,120,0.058333333,dont
4759,to make sure,7,3,to make,120,0.058333333,sure
4760,to make the,7,3,to make,120,0.058333333,the
1235,she was,19,2,she,326,0.058282209,was
2150,give a,12,2,give,206,0.058252427,a
551,got to,34,2,got,587,0.057921635,to
4638,i hope to,7,3,i hope,121,0.05785124,to
4639,i hope your,7,3,i hope,121,0.05785124,your
1376,hey you,17,2,hey,295,0.057627119,you
3921,i dont get,17,3,i dont,295,0.057627119,get
3577,place is,8,2,place,139,0.057553957,is
4534,to my new,8,3,to my,139,0.057553957,new
4290,to do it,10,3,to do,174,0.057471264,it
3794,for the rt,44,3,for the,766,0.057441253,rt
4696,last night i,7,3,last night,122,0.057377049,i
2491,said it,11,2,said,192,0.057291667,it
2492,said that,11,2,said,192,0.057291667,that
1927,call it,13,2,call,227,0.057268722,it
299,can you,54,2,can,943,0.057264051,you
3326,anything for,8,2,anything,140,0.057142857,for
3509,mom to,8,2,mom,140,0.057142857,to
4926,i like to,6,3,i like,105,0.057142857,to
2046,things i,13,2,things,228,0.057017544,i
7,to the,480,2,to,8421,0.057000356,the
4153,a good thing,11,3,a good,193,0.056994819,thing
295,day to,55,2,day,966,0.056935818,to
4243,i cant believe,10,3,i cant,176,0.056818182,believe
4009,i was a,14,3,i was,247,0.056680162,a
1125,oh yeah,20,2,oh,353,0.056657224,yeah
1994,miss u,13,2,miss,230,0.056521739,u
4057,i just want,13,3,i just,230,0.056521739,want
2603,before you,10,2,before,177,0.056497175,you
636,us to,31,2,us,549,0.056466302,to
1809,ive had,14,2,ive,248,0.056451613,had
201,its not,72,2,its,1278,0.056338028,not
233,love the,65,2,love,1154,0.056325823,the
4054,have to do,13,3,have to,231,0.056277056,do
1550,say it,16,2,say,285,0.056140351,it
2122,check us,12,2,check,214,0.056074766,us
2146,free to,12,2,free,214,0.056074766,to
3598,saw your,8,2,saw,143,0.055944056,your
3724,welcome back,8,2,welcome,143,0.055944056,back
300,day of,54,2,day,966,0.055900621,of
216,get it,68,2,get,1222,0.055646481,it
3753,years old,8,2,years,144,0.055555556,old
4666,im not a,7,3,im not,126,0.055555556,a
4667,im not the,7,3,im not,126,0.055555556,the
713,well i,29,2,well,523,0.055449331,i
176,we will,78,2,we,1407,0.0554371,will
1311,over here,18,2,over,325,0.055384615,here
433,today is,41,2,today,742,0.055256065,is
1406,man i,17,2,man,308,0.055194805,i
392,how are,44,2,how,798,0.055137845,are
5286,i love you more,6,4,i love you,109,0.055045872,more
5287,i love you too,6,4,i love you,109,0.055045872,too
401,great day,43,2,great,784,0.054846939,day
698,make the,29,2,make,529,0.054820416,the
1887,very nice,14,2,very,256,0.0546875,nice
4602,follow me on,7,3,follow me,128,0.0546875,on
4912,i do that,6,3,i do,110,0.054545455,that
4913,i do this,6,3,i do,110,0.054545455,this
598,got the,32,2,got,587,0.05451448,the
9,i love,415,2,i,7617,0.054483392,love
1820,look for,14,2,look,257,0.054474708,for
2570,world is,11,2,world,202,0.054455446,is
4472,if i dont,8,3,if i,147,0.054421769,dont
1352,any of,17,2,any,313,0.054313099,of
3130,pretty cool,9,2,pretty,166,0.054216867,cool
4383,this is not,9,3,this is,166,0.054216867,not
999,still have,22,2,still,406,0.054187192,have
2379,every year,11,2,every,203,0.054187192,year
2459,may not,11,2,may,203,0.054187192,not
678,would like,30,2,would,554,0.054151625,like
1579,wait till,16,2,wait,296,0.054054054,till
2116,because im,12,2,because,222,0.054054054,im
3582,put in,8,2,put,148,0.054054054,in
3583,put my,8,2,put,148,0.054054054,my
4414,you know i,9,3,you know,167,0.053892216,i
4415,you know you,9,3,you know,167,0.053892216,you
5371,looking forward to a,5,4,looking forward to,93,0.053763441,a
2373,coming back,11,2,coming,205,0.053658537,back
946,youre not,23,2,youre,429,0.053613054,not
324,dont want,51,2,dont,952,0.053571429,want
2129,days to,12,2,days,224,0.053571429,to
4349,i will follow,9,3,i will,168,0.053571429,follow
4919,i had the,6,3,i had,112,0.053571429,the
2833,two more,10,2,two,187,0.053475936,more
75,that i,133,2,that,2488,0.053456592,i
4753,time to go,7,3,time to,131,0.053435115,go
3335,away with,8,2,away,150,0.053333333,with
236,out there,65,2,out,1220,0.053278689,there
4092,want to go,13,3,want to,244,0.053278689,go
3132,real estate,9,2,real,169,0.053254438,estate
3133,real life,9,2,real,169,0.053254438,life
928,night at,23,2,night,432,0.053240741,at
432,time i,41,2,time,771,0.053177691,i
1404,life and,17,2,life,320,0.053125,and
3922,i have been,17,3,i have,320,0.053125,been
5008,me to be,6,3,me to,113,0.053097345,be
5009,me to go,6,3,me to,113,0.053097345,go
3427,having an,8,2,having,151,0.052980132,an
104,me to,113,2,me,2141,0.052779075,to
1094,best of,20,2,best,379,0.052770449,of
1780,home from,14,2,home,266,0.052631579,from
1817,let your,14,2,let,266,0.052631579,your
2268,things that,12,2,things,228,0.052631579,that
4449,had a dream,8,3,had a,152,0.052631579,dream
4450,had a good,8,3,had a,152,0.052631579,good
4734,that i was,7,3,that i,133,0.052631579,was
332,dont think,50,2,dont,952,0.052521008,think
242,out the,64,2,out,1220,0.052459016,the
668,think its,30,2,think,572,0.052447552,its
1616,ever seen,15,2,ever,286,0.052447552,seen
841,much i,25,2,much,477,0.052410901,i
2637,girl i,10,2,girl,191,0.052356021,i
1421,over to,17,2,over,325,0.052307692,to
3430,hear that,8,2,hear,153,0.052287582,that
3487,lets make,8,2,lets,153,0.052287582,make
250,up on,63,2,up,1205,0.052282158,on
1426,she said,17,2,she,326,0.052147239,said
2762,said he,10,2,said,192,0.052083333,he
2763,said she,10,2,said,192,0.052083333,she
2785,stop in,10,2,stop,192,0.052083333,in
4064,it was great,13,3,it was,250,0.052,great
338,can i,49,2,can,943,0.051961824,i
2194,keep the,12,2,keep,231,0.051948052,the
1821,looking at,14,2,looking,270,0.051851852,at
4222,a good time,10,3,a good,193,0.051813472,time
4388,to do the,9,3,to do,174,0.051724138,the
4916,i got it,6,3,i got,116,0.051724138,it
4917,i got the,6,3,i got,116,0.051724138,the
5149,you for sharing,6,3,you for,116,0.051724138,sharing
406,know if,43,2,know,832,0.051682692,if
129,with you,94,2,with,1819,0.051676745,you
259,up with,62,2,up,1205,0.051452282,with
150,this morning,86,2,this,1672,0.051435407,morning
4371,right now i,9,3,right now,175,0.051428571,i
3377,doesnt want,8,2,doesnt,156,0.051282051,want
4496,like a good,8,3,like a,156,0.051282051,good
4875,forward to a,6,3,forward to,117,0.051282051,a
3909,for a great,18,3,for a,352,0.051136364,great
4375,so much fun,9,3,so much,176,0.051136364,fun
70,on a,146,2,on,2857,0.051102555,a
273,do i,59,2,do,1155,0.051082251,i
4544,we are in,8,3,we are,157,0.050955414,in
4545,we are so,8,3,we are,157,0.050955414,so
4162,do you like,11,3,do you,216,0.050925926,like
897,work on,24,2,work,472,0.050847458,on
3984,to get to,15,3,to get,295,0.050847458,to
4102,and i have,12,3,and i,236,0.050847458,have
4103,and i love,12,3,and i,236,0.050847458,love
5104,to you in,6,3,to you,118,0.050847458,in
708,think im,29,2,think,572,0.050699301,im
2384,friends are,11,2,friends,217,0.050691244,are
241,not a,64,2,not,1263,0.050673001,a
3716,watch out,8,2,watch,158,0.050632911,out
266,up and,61,2,up,1205,0.050622407,and
1208,hope all,19,2,hope,376,0.050531915,all
1209,hope your,19,2,hope,376,0.050531915,your
30,and i,236,2,and,4687,0.050352038,i
2904,anyone know,9,2,anyone,179,0.05027933,know
2546,tweet from,11,2,tweet,219,0.050228311,from
2158,gonna have,12,2,gonna,239,0.050209205,have
1852,sure how,14,2,sure,279,0.050179211,how
1853,sure if,14,2,sure,279,0.050179211,if
1597,always be,15,2,always,299,0.050167224,be
544,see a,35,2,see,698,0.050143266,a
285,what do,57,2,what,1140,0.05,do
2136,feel so,12,2,feel,240,0.05,so
2706,live with,10,2,live,200,0.05,with
5091,to make that,6,3,to make,120,0.05,that
1894,where do,14,2,where,281,0.049822064,do
455,great to,39,2,great,784,0.049744898,to
1715,yes it,15,2,yes,302,0.049668874,it
1716,yes we,15,2,yes,302,0.049668874,we
1881,tomorrow is,14,2,tomorrow,282,0.04964539,is
4923,i hope this,6,3,i hope,121,0.049586777,this
4217,you are a,11,3,you are,222,0.04954955,a
1883,twitter is,14,2,twitter,283,0.049469965,is
1107,here for,20,2,here,405,0.049382716,for
4478,in my life,8,3,in my,162,0.049382716,life
1763,even more,14,2,even,284,0.049295775,more
1764,even the,14,2,even,284,0.049295775,the
4616,go to bed,7,3,go to,142,0.049295775,bed
1620,game tonight,15,2,game,305,0.049180328,tonight
4993,last night was,6,3,last night,122,0.049180328,was
933,thats why,23,2,thats,469,0.049040512,why
2962,find your,9,2,find,184,0.048913043,your
2529,thing to,11,2,thing,225,0.048888889,to
4172,i can get,11,3,i can,226,0.048672566,get
4173,i can see,11,3,i can,226,0.048672566,see
409,when the,43,2,when,884,0.048642534,the
1056,night and,21,2,night,432,0.048611111,and
4648,i need more,7,3,i need,144,0.048611111,more
1136,thank god,20,2,thank,412,0.048543689,god
2638,give it,10,2,give,206,0.048543689,it
5133,when you dont,6,3,when you,124,0.048387097,dont
5134,when you get,6,3,when you,124,0.048387097,get
5135,when you realize,6,3,when you,124,0.048387097,realize
4176,i know im,11,3,i know,228,0.048245614,im
4177,i know its,11,3,i know,228,0.048245614,its
4178,i know you,11,3,i know,228,0.048245614,you
545,they were,35,2,they,727,0.048143054,were
1432,than the,17,2,than,354,0.048022599,the
1433,than you,17,2,than,354,0.048022599,you
1253,way too,19,2,way,396,0.047979798,too
4390,to go back,9,3,to go,188,0.04787234,back
853,well be,25,2,well,523,0.047801147,be
4059,i think that,13,3,i think,273,0.047619048,that
4471,i will have,8,3,i will,168,0.047619048,have
4660,if i ever,7,3,if i,147,0.047619048,ever
4003,i dont even,14,3,i dont,295,0.047457627,even
308,what are,54,2,what,1140,0.047368421,are
2914,bad for,9,2,bad,190,0.047368421,for
3161,th at,9,2,th,190,0.047368421,at
3162,th birthday,9,2,th,190,0.047368421,birthday
3423,hate to,8,2,hate,169,0.047337278,to
4559,you have no,8,3,you have,169,0.047337278,no
171,this weekend,79,2,this,1672,0.047248804,weekend
5034,see you guys,6,3,see you,127,0.047244094,guys
560,or a,34,2,or,722,0.047091413,a
659,our new,30,2,our,639,0.046948357,new
